Date,crisis_prob,bull_prob,entropy
2000-06-05,1.0,3.1437600553417664e-29,0.2216725383594321
2000-06-06,1.0,1.3278833239723626e-28,0.2350823222270498
2000-06-07,1.0,1.3128236062117107e-28,0.26158691731506184
2000-06-08,1.0,1.3065253743777256e-28,0.2583687249857579
2000-06-09,1.0,1.1721192583277116e-28,0.25535044834692044
2000-06-12,1.0,1.1368931344202258e-28,0.27586389158263536
2000-06-13,1.0,1.557362041056147e-33,0.27680010574714997
2000-06-14,1.0,3.4487143760498566e-31,0.3084867316332491
2000-06-15,1.0,6.6150160567103395e-28,0.3438605313240774
2000-06-16,1.0,6.615472170881473e-28,0.34907581745016913
2000-06-19,1.0,6.642203469897633e-28,0.3141453827057396
2000-06-20,1.0,6.642207129294572e-28,0.28749721658164706
2000-06-21,1.0,6.640874487464771e-28,0.2251418952945241
2000-06-22,1.0,2.9307047330039967e-30,0.18904739775217902
2000-06-23,1.0,2.8850933158906575e-30,0.2007587364195568
2000-06-26,1.0,2.1195769441041124e-31,0.23634261361210443
2000-06-27,1.0,2.115902106121801e-31,0.273243550529097
2000-06-28,1.0,1.9078973105302072e-32,0.27054888964353363
2000-06-29,1.0,1.907899700516849e-32,0.23923155999124046
2000-06-30,1.0,1.506150008153204e-29,0.17941102765729217
2000-07-03,1.0,2.5476305563317735e-21,0.10310303840277002
2000-07-05,1.0,2.5555711521795628e-21,0.026890819341682644
2000-07-06,1.0,2.5802954285859546e-21,0.016085720690483467
2000-07-07,1.0,2.831054841365463e-18,0.008267995633101191
2000-07-10,1.0,2.83487427000976e-18,0.0053386872323665634
2000-07-11,1.0,2.8576888273642934e-18,0.0053079242413835905
2000-07-12,1.0,2.8641533283800026e-18,0.008470216077296009
2000-07-13,0.9999999999999993,7.366853788446325e-16,0.014885764822497146
2000-07-14,0.9999999999999993,8.108901276604474e-16,0.021910619869546906
2000-07-17,0.9999999999999778,2.228414973783362e-14,0.027571269512512663
2000-07-18,0.999999999999976,2.4008320767649868e-14,0.028770881659041604
2000-07-19,0.9999999999999674,3.2680592086204195e-14,0.02593628464078317
2000-07-20,0.9999999999955745,4.425478411068319e-12,0.020809608255900947
2000-07-21,0.9999999999954813,4.518739111633361e-12,0.012871733417741385
2000-07-24,0.9999999999955026,4.4972700584963565e-12,0.0068017499187260355
2000-07-25,0.9999999999955044,4.495545863379991e-12,0.005284947872902101
2000-07-26,0.9999999999955129,4.486874004814326e-12,0.005021133331640875
2000-07-27,0.9999999999999065,9.334236459510599e-14,0.0030457109931427253
2000-07-28,1.0,4.63080671178004e-18,0.0027285235194693955
2000-07-31,1.0,4.2051427952451546e-19,0.002874757282099921
2000-08-01,1.0,4.1923898016065107e-19,0.0024184497799750173
2000-08-02,1.0,1.384281954005463e-23,0.0021286331927867
2000-08-03,1.0,4.771621274515092e-24,0.0024795905250210625
2000-08-04,1.0,3.8156235766972676e-22,0.0023108014562860857
2000-08-07,1.0000000000000002,5.002859343586421e-18,0.0021645124760900324
2000-08-08,1.0,1.8649210933797927e-17,0.003192813341123401
2000-08-09,1.0,1.9485064632577906e-17,0.003506571412412944
2000-08-10,1.0000000000000002,1.9741748753606192e-17,0.0031923761366851417
2000-08-11,1.0,4.235376737220494e-17,0.0031776232589582933
2000-08-14,0.9999999999999671,3.28284518885415e-14,0.0031773759311807858
2000-08-15,0.9999999999998483,1.518921128676739e-13,0.002210929486453808
2000-08-16,0.9999999999998062,1.937664579429012e-13,0.002255656310291816
2000-08-17,0.9999999999997851,2.1497758926551022e-13,0.003738706660325424
2000-08-18,0.9999999999978577,2.1422547975518673e-12,0.0038470848833084144
2000-08-21,0.9999999999978778,2.122224694297813e-12,0.004009552675261697
2000-08-22,0.9999999999979968,2.0032533126169425e-12,0.005039419814579026
2000-08-23,0.9999999999980324,1.9676397550413376e-12,0.008220499840621863
2000-08-24,0.9999999999980039,1.996148208011925e-12,0.013245627780821034
2000-08-25,0.9999999999999313,6.885344528413206e-14,0.017378280673065304
2000-08-28,0.9999999999999438,5.6092447939181745e-14,0.028589986863007406
2000-08-29,0.9999999999999438,5.5986523666939434e-14,0.034267641455252296
2000-08-30,0.9999999999999503,4.9724900333367636e-14,0.03630149320329997
2000-08-31,1.0,5.208011241727575e-18,0.0844469146651429
2000-09-01,0.9999999999999994,4.821971413107579e-16,0.11214755851798561
2000-09-05,0.9999999999999994,4.823260748603935e-16,0.10799524572483739
2000-09-06,0.9999999999999994,4.824520772701851e-16,0.10253084290137496
2000-09-07,0.9999999999999976,2.454768307875237e-15,0.1005896951096612
2000-09-08,0.9999999999999976,2.454628091347965e-15,0.04799907992672272
2000-09-11,0.999999999999998,1.9725810076783378e-15,0.01731217972042742
2000-09-12,0.999999999999998,1.9724520744894756e-15,0.01027045557907935
2000-09-13,0.999999999999998,1.9724001740210337e-15,0.009253012547069946
2000-09-14,1.0,1.0078928599671762e-19,0.006075970532325411
2000-09-15,1.0,9.35285722176991e-20,0.00394639551057337
2000-09-18,1.0,9.411609834376248e-20,0.002443027265821402
2000-09-19,1.0,5.811212645961433e-17,0.002371780089419346
2000-09-20,0.9999999999999971,2.8184928641913257e-15,0.00255182047922544
2000-09-21,0.9999999999999971,2.8185663877273555e-15,0.00257516697792539
2000-09-22,0.9999999999993514,6.485511564862734e-13,0.0060870682527184704
2000-09-25,0.9999999999572997,4.2700194592110953e-11,0.00900503771531605
2000-09-26,0.9999999760250082,2.397499163664419e-08,0.014244050339552316
2000-09-27,0.9999998240672902,1.759327096658773e-07,0.016461725789181623
2000-09-28,0.9999971935538021,2.8064461977589548e-06,0.019778136498448083
2000-09-29,0.9999962589292624,3.7410707375547165e-06,0.023428536134588722
2000-10-02,0.9999945293605401,5.470639459835251e-06,0.021342475734678384
2000-10-03,0.9999945036539687,5.496346031180178e-06,0.01602263144083518
2000-10-04,0.9999942529178047,5.74708219529501e-06,0.013631642717663647
2000-10-05,0.9999968682707878,3.1317292121696007e-06,0.010596889079987452
2000-10-06,0.9999977971588094,2.202841190536115e-06,0.009936218452049145
2000-10-09,0.9999995199810126,4.800189873947352e-07,0.010832786668315959
2000-10-10,0.9999995696162406,4.303837593374827e-07,0.01101941521006575
2000-10-11,0.9999999723098533,2.769014676269006e-08,0.010901342633500153
2000-10-12,0.999999987470345,1.2529655052112238e-08,0.010513072490294945
2000-10-13,0.999999878975024,1.2102497612378405e-07,0.006753127175515558
2000-10-16,0.9999998821343657,1.1786563433130405e-07,0.007942331493269675
2000-10-17,0.9999998821311739,1.1786882625220624e-07,0.011097104146701578
2000-10-18,0.9999998819167166,1.18083283469128e-07,0.012657753869208565
2000-10-19,0.9999998817023623,1.1829763757297995e-07,0.03100167121483179
2000-10-20,0.999999991762858,8.237141965105894e-09,0.039274163268204466
2000-10-23,0.9999993498725426,6.501274575162425e-07,0.04104002394967066
2000-10-24,0.9999993137145395,6.862854604361097e-07,0.04086585179084086
2000-10-25,0.9999993138980351,6.861019649832274e-07,0.04513315986198839
2000-10-26,0.9999993140769247,6.859230753497208e-07,0.0347647584759433
2000-10-27,0.9999993182331194,6.817668806861505e-07,0.030899505727017013
2000-10-30,0.9999999637521775,3.624782243440763e-08,0.03293721106924628
2000-10-31,0.9999999999166859,8.331414688404102e-11,0.05108849345151234
2000-11-01,0.999999999947901,5.209908491546045e-11,0.06526529344984403
2000-11-02,0.9999999999833771,1.6622991974359836e-11,0.0928205630699841
2000-11-03,0.9999999999991609,8.390831790907625e-13,0.12079788997481408
2000-11-06,0.9999999999996462,3.5380408694405446e-13,0.14231108275814355
2000-11-07,0.9999999999999651,3.479714939933731e-14,0.15616142279327178
2000-11-08,0.9999999999999843,1.5765350290128273e-14,0.18696963355256227
2000-11-09,0.9999999999999858,1.4130765174279474e-14,0.20518504060471726
2000-11-10,0.9999999999999968,3.3444653870983504e-15,0.23822437250630468
2000-11-13,0.9999999999999977,2.3340532587624547e-15,0.2244083958612193
2000-11-14,1.0,1.4624345717441965e-19,0.21591510027063374
2000-11-15,1.0,1.4863503244847966e-19,0.19256323470420567
2000-11-16,1.0,1.4864780073955775e-19,0.20249916514341865
2000-11-17,1.0,7.668052440762747e-17,0.14602323837502829
2000-11-20,0.9999999999999998,8.091056677740501e-17,0.20203277463995448
2000-11-21,0.9999999999999998,8.207520804541993e-17,0.2074796423975822
2000-11-22,0.9999999999999998,8.207277551066786e-17,0.25316565769949717
2000-11-24,0.9999999999999998,8.207276781749818e-17,0.2515058392749816
2000-11-27,1.0,5.5408972556986415e-18,0.2576669626535092
2000-11-28,1.0,1.3106359612781107e-18,0.25404095798719284
2000-11-29,1.0,1.2621060890925961e-23,0.28904987066515325
2000-11-30,1.0,1.2314500227412338e-23,0.22925550967896285
2000-12-01,1.0,6.0482923272544175e-24,0.1785745955995201
2000-12-04,1.0,1.1990503841212196e-26,0.1721212774494168
2000-12-05,1.0,8.200128897125461e-20,0.12945143485080998
2000-12-06,1.0,8.29953716540076e-20,0.0963202112160854
2000-12-07,1.0,8.302677674330068e-20,0.12361332062220383
2000-12-08,1.0,8.302677801106261e-20,0.13822282190713361
2000-12-11,1.0,8.302694249090631e-20,0.19687802075968294
2000-12-12,1.0,1.0256623292221978e-21,0.24459164167826786
2000-12-13,1.0,3.1579646497092785e-23,0.2859769270075354
2000-12-14,1.0,1.7495576638377193e-25,0.31321733439168303
2000-12-15,1.0,1.7551181033540744e-25,0.3495490460866118
2000-12-18,1.0,2.2373917751422572e-27,0.3352287798438972
2000-12-19,1.0,2.236949564333628e-27,0.33443900092040735
2000-12-20,1.0,2.236921182483077e-27,0.2883527598414928
2000-12-21,1.0,1.837636339428066e-27,0.24567096304942093
2000-12-22,1.0,1.7921387915372764e-31,0.2119601218390666
2000-12-26,1.0,5.527991550790992e-36,0.20876730216318298
2000-12-27,0.9999999999999998,3.969662828616649e-36,0.19636484279955985
2000-12-28,1.0,3.969660097513303e-36,0.23087392727017303
2000-12-29,1.0,3.969522901868063e-36,0.25023594410823485
2001-01-02,1.0,3.969478593968397e-36,0.23018647360563307
2001-01-03,1.0,1.1462016948408391e-36,0.17748614668743468
2001-01-04,1.0,2.7755448930847284e-42,0.11885936820968665
2001-01-05,1.0,1.6774266491128248e-39,0.05477788154787083
2001-01-08,1.0,1.7212964967336597e-39,0.010051432619993235
2001-01-09,1.0,1.7216190732029372e-39,0.0013485759399998016
2001-01-10,1.0,1.7420317211341415e-39,0.001846160618071686
2001-01-11,1.0,5.978120048249893e-31,0.008079014621604243
2001-01-12,1.0,6.053726899953864e-31,0.017404364734459117
2001-01-16,1.0,6.053833125750305e-31,0.028805668562452598
2001-01-17,1.0,6.053833126261961e-31,0.039735097732169336
2001-01-18,1.0,6.0538331260578335e-31,0.03993028324054878
2001-01-19,1.0,7.571309522825827e-33,0.03435015348611722
2001-01-22,1.0,1.0622675002096847e-35,0.025327398171718217
2001-01-23,1.0,5.148805169686198e-41,0.014162921027264741
2001-01-24,1.0,9.383852717378774e-51,0.003697643062958502
2001-01-25,1.0,5.318339798620918e-51,0.011805753351492948
2001-01-26,1.0,8.334858669644836e-52,0.018365129688078036
2001-01-29,1.0,1.0670969339004358e-49,0.024284038978371402
2001-01-30,1.0,1.5061923897683213e-49,0.030710060486251654
2001-01-31,1.0,1.506192894401959e-49,0.03898256132613397
2001-02-01,1.0,1.505498812411897e-49,0.036271554800485724
2001-02-02,1.0,3.183295021977013e-44,0.041111678377095465
2001-02-05,1.0,3.1985807140778345e-44,0.05041427515759254
2001-02-06,1.0,3.1985763231232757e-44,0.08737464560626888
2001-02-07,1.0,3.198576323118229e-44,0.10502817321436901
2001-02-08,1.0,3.19857632311823e-44,0.12647042384934742
2001-02-09,1.0000000000000002,1.5296281601699575e-46,0.1271708244805822
2001-02-12,1.0,1.9312753747445677e-49,0.11744131167216713
2001-02-13,1.0,3.485677389376447e-48,0.0776774373500162
2001-02-14,1.0,1.1339069128780875e-45,0.05657447569052791
2001-02-15,1.0,1.3501621027998806e-41,0.03187011230278508
2001-02-16,1.0,2.4190243230789545e-39,0.020746300412097216
2001-02-20,1.0,2.701345942560699e-39,0.017458942768141174
2001-02-21,1.0,2.777748583123603e-39,0.01635992260526848
2001-02-22,1.0,3.2400077624738826e-39,0.013115471153766762
2001-02-23,1.0,4.0690604875996624e-39,0.012229167626766896
2001-02-26,1.0,1.6817215847643296e-39,0.012531018580933515
2001-02-27,1.0,1.491921487656158e-39,0.01361814029404245
2001-02-28,1.0,1.4660567715897609e-39,0.01402793809011443
2001-03-01,1.0,3.9051363080071687e-38,0.014357321150001481
2001-03-02,1.0,3.822043232902746e-38,0.01700697976054609
2001-03-05,1.0,4.1227571268912687e-38,0.017863584820647215
2001-03-06,1.0,1.776105151148299e-37,0.015888494833265224
2001-03-07,1.0,1.1949556756941733e-35,0.01397704512899715
2001-03-08,1.0,2.539940407740726e-35,0.013337888047214669
2001-03-09,1.0,2.258587791266221e-33,0.0117677306811821
2001-03-12,1.0000000000000002,2.299000430742819e-33,0.01715355076284957
2001-03-13,1.0,2.4394096888468372e-33,0.02818610309520477
2001-03-14,1.0,3.4608768372244456e-33,0.03937505564111928
2001-03-15,1.0000000000000002,3.4496022918905746e-33,0.05240956227023965
2001-03-16,1.0,1.2657926844507399e-33,0.05907334673201203
2001-03-19,1.0000000000000002,1.0079738245315862e-30,0.06237628382793649
2001-03-20,1.0,1.0079135779510274e-30,0.07591015561098105
2001-03-21,1.0,1.0068806295768126e-30,0.08525790352399519
2001-03-22,1.0,1.0069503997396313e-30,0.09861295322940737
2001-03-23,1.0,1.006919368236973e-30,0.1250618022347852
2001-03-26,1.0,3.9587468158694314e-34,0.1354862753925284
2001-03-27,1.0,1.99257205311764e-32,0.13225952981665812
2001-03-28,1.0,1.9936079147470118e-32,0.1623160235039941
2001-03-29,1.0,1.986418179502306e-32,0.19035425453569382
2001-03-30,1.0,8.965218324914022e-32,0.19009974951427905
2001-04-02,1.0,9.115754114808203e-32,0.20573220070147574
2001-04-03,1.0000000000000002,5.8414271218919165e-31,0.2409899389783638
2001-04-04,1.0000000000000002,4.206892862182736e-29,0.23721944434761438
2001-04-05,1.0000000000000002,7.766482318715023e-27,0.25731549393684705
2001-04-06,1.0000000000000002,9.495463860595838e-27,0.29844465003730325
2001-04-09,1.0,9.49566022347657e-27,0.337742065216009
2001-04-10,1.0000000000000002,9.495147628196508e-27,0.33654972595265564
2001-04-11,1.0000000000000002,9.45366326354067e-27,0.36306815420154503
2001-04-12,1.0000000000000002,1.729249873985066e-27,0.35005163986525856
2001-04-16,1.0000000000000002,1.9852580639810736e-31,0.3124981342136471
2001-04-17,1.0,4.326138109032121e-34,0.28157877216541893
2001-04-18,1.0,4.325778293674182e-34,0.24808712851433362
2001-04-19,1.0,6.746419214224441e-37,0.1792270732051358
2001-04-20,1.0,5.089084305581068e-38,0.12171438764704545
2001-04-23,1.0,1.724373772484041e-42,0.1084605079887933
2001-04-24,1.0,2.560935792540099e-43,0.0923207291111259
2001-04-25,1.0,2.231894085465501e-43,0.09436435951371897
2001-04-26,1.0,7.038500343686744e-39,0.12949713040900385
2001-04-27,1.0,7.038500343715154e-39,0.15221911316213385
2001-04-30,1.0000000000000002,7.038494628352385e-39,0.14484342611369144
2001-05-01,1.0000000000000002,7.03827860392699e-39,0.1265831943254936
2001-05-02,1.0000000000000002,7.038277154307129e-39,0.10685312623720769
2001-05-03,1.0000000000000002,2.8931594908426e-50,0.06887558358455666
2001-05-04,1.0000000000000002,5.204549276466319e-52,0.043790594902315856
2001-05-07,1.0000000000000002,5.202895508903389e-52,0.04959735322610332
2001-05-08,1.0,1.1688393420074387e-56,0.04955051910746626
2001-05-09,1.0,6.317282464862471e-58,0.07683349336260033
2001-05-10,1.0,1.0714401257924926e-42,0.15004973066550792
2001-05-11,1.0,1.0491452304943187e-37,0.20907511762583847
2001-05-14,1.0,1.1148898350362504e-31,0.21783253015402365
2001-05-15,1.0,1.1148898478680258e-31,0.25789952428162877
2001-05-16,1.0,1.1148922948162905e-31,0.29357278888786514
2001-05-17,1.0,2.861792342085343e-26,0.22546619877313914
2001-05-18,1.0,3.91775468000356e-18,0.1674596306329357
2001-05-21,1.0,3.1609843714023365e-17,0.19949202063186502
2001-05-22,1.0,3.160984946843897e-17,0.2202117922212215
2001-05-23,1.0000000000000002,3.160984981880829e-17,0.18522231642890663
2001-05-24,1.0,3.1609866789320464e-17,0.23666806921284794
2001-05-25,1.0000000000000002,2.7692112211102178e-17,0.27127737177697625
2001-05-29,1.0000000000000002,1.5565613283902065e-21,0.21299087209880266
2001-05-30,1.0000000000000002,2.81046334532014e-19,0.14303489938112854
2001-05-31,1.0,1.1814893581218496e-16,0.11057632179309765
2001-06-01,0.9999999999999915,8.773057419987913e-15,0.05291980205257705
2001-06-04,0.9999999999999915,8.775795781424946e-15,0.016620335933645616
2001-06-05,0.9999999999999908,9.341525508774807e-15,0.015131740271212429
2001-06-06,0.9999999999999908,9.353953023111771e-15,0.019111749686790903
2001-06-07,0.9999999999999908,9.481054216369604e-15,0.0375380150504024
2001-06-08,0.9999999999999993,8.26621703962827e-16,0.0440826745568329
2001-06-11,0.9999999999999993,8.239167118148153e-16,0.04559936359398298
2001-06-12,1.0,2.5818869641845577e-16,0.04402177218091032
2001-06-13,0.9999999999999998,2.4555029336180713e-16,0.04160636530655372
2001-06-14,0.9999999999999993,9.088384941883413e-16,0.023753945825957957
2001-06-15,0.9999999999981,1.9001699403839833e-12,0.016937916798336464
2001-06-18,0.9999999999869438,1.305652075878423e-11,0.013351305292159932
2001-06-19,0.9999999999824514,1.7548911197327165e-11,0.010321876435409232
2001-06-20,0.9999999984325626,1.5674376031493607e-09,0.0068805129291019725
2001-06-21,0.9999999944212228,5.5787774990837205e-09,0.005502380906702646
2001-06-22,0.9999999943697316,5.6302686869042e-09,0.0043683310177150825
2001-06-25,0.9999999940120075,5.987992798863702e-09,0.003839747272320503
2001-06-26,0.9999999939583333,6.0416669918780535e-09,0.0034733031220110003
2001-06-27,0.9999999955082177,4.491782460647585e-09,0.003815959980063094
2001-06-28,0.9999999995195588,4.804416576579873e-10,0.0044869350139885664
2001-06-29,0.999999999572949,4.2705124900038715e-10,0.009408559120876977
2001-07-02,0.9999999999418264,5.8173885100750616e-11,0.010548450233873954
2001-07-03,0.9999999999999913,9.07737615948053e-15,0.012171536761845066
2001-07-05,0.9999999999997978,2.024190771509027e-13,0.011692466217896203
2001-07-06,0.9999999999997475,2.5275281411873815e-13,0.010504337858851354
2001-07-09,0.9999999999991388,8.614002608940189e-13,0.005133728808839322
2001-07-10,0.9999999999991356,8.647096009657742e-13,0.003843038247167178
2001-07-11,0.9999999999991367,8.635945536365391e-13,0.0020267837083698327
2001-07-12,0.999999999997262,2.7383091546877082e-12,0.0049599663101201905
2001-07-13,0.9999999999972833,2.71716877835932e-12,0.009271763904132233
2001-07-16,0.9999999999978918,2.1084807373479635e-12,0.014552724867452908
2001-07-17,0.9999999999978982,2.1020753776559667e-12,0.024141642921925513
2001-07-18,0.9999999999978989,2.1014154506703547e-12,0.029993575385465238
2001-07-19,0.999999999999971,2.91987018265234e-14,0.039335028663399184
2001-07-20,1.0,1.5798231706340278e-17,0.03799832111175246
2001-07-23,1.0,1.1188354074354574e-16,0.033860349926159605
2001-07-24,0.9999999999999998,2.893010637068484e-16,0.024901111420922602
2001-07-25,0.9999999999999993,9.176930791766114e-16,0.019677006781721573
2001-07-26,0.9999999999999989,1.2607053414822138e-15,0.008310491158348839
2001-07-27,0.9999999999999961,4.149368386083869e-15,0.008368899956905651
2001-07-30,0.9999999999999705,2.9663774987667856e-14,0.009312274573973229
2001-07-31,0.999999999972004,2.7996385175660247e-11,0.011630728095755192
2001-08-01,0.9999999999079842,9.201605438713209e-11,0.027474881177818284
2001-08-02,0.9999998266949529,1.7330504735614637e-07,0.09821901828002697
2001-08-03,0.9999998262664823,1.7373351788125811e-07,0.16806489901509739
2001-08-06,0.9999998262662517,1.737337483159514e-07,0.22367751879612183
2001-08-07,0.999999826279599,1.7372040108715434e-07,0.2851897133195728
2001-08-08,0.9999998263255346,1.7367446535552095e-07,0.32594697863254635
2001-08-09,0.9999999991972898,8.027102842973804e-10,0.32058541891362125
2001-08-10,0.9999999777755372,2.2224462908024904e-08,0.26402497660424323
2001-08-13,0.9999999320619695,6.793803059847388e-08,0.25294761668773613
2001-08-14,0.9999999291308029,7.086919719902012e-08,0.2153450791823656
2001-08-15,0.9999999245211392,7.547886090231206e-08,0.16345149380946156
2001-08-16,0.9999993857992544,6.142007457707595e-07,0.15920255566254765
2001-08-17,0.9998878397269657,0.00011216027303460289,0.19160681747288752
2001-08-20,0.999486064484427,0.0005139355155732526,0.2237215982588145
2001-08-21,0.9994614265451333,0.0005385734548669774,0.23882074416490434
2001-08-22,0.9993869283655782,0.0006130716344221246,0.3094429547346179
2001-08-23,0.9992878043085567,0.0007121956914435356,0.3138993544470886
2001-08-24,0.983228274891139,0.016771725108861414,0.35769491434510536
2001-08-27,0.9361841423984087,0.06381585760159156,0.40126512019969046
2001-08-28,0.8907452200394946,0.10925477996050555,0.49529060036592104
2001-08-29,0.867061857368115,0.13293814263188522,0.5311754964231724
2001-08-30,0.8522271176350447,0.14777288236495545,0.5111158348302134
2001-08-31,0.8474351273947649,0.15256487260523527,0.4864259937300453
2001-09-04,0.8919421415620059,0.1080578584379944,0.38317419886911025
2001-09-05,0.9361315970915491,0.0638684029084511,0.26379079800670646
2001-09-06,0.9597715620814959,0.04022843791850418,0.15361373630961989
2001-09-07,0.9746821893327215,0.02531781066727873,0.10765547843480691
2001-09-10,0.9956224042299391,0.0043775957700610945,0.040344731325668556
2001-09-17,0.9985601546467586,0.0014398453532415006,0.02145930013266209
2001-09-18,0.9998338450316953,0.00016615496830496608,0.004918312248615652
2001-09-19,0.9999516159713713,4.838402862903059e-05,0.0033365090300501595
2001-09-20,0.9999753874755596,2.461252444058153e-05,0.0036333608813367306
2001-09-21,0.9999982598879328,1.7401120674873772e-06,0.003534743037464618
2001-09-24,0.9999993987537298,6.012462704307223e-07,0.0061416337725105855
2001-09-25,0.9999997041143915,2.9588560867393683e-07,0.008450543274954106
2001-09-26,0.9999998330779818,1.669220185094524e-07,0.009659719128563083
2001-09-27,0.9999998364133067,1.635866936937726e-07,0.009871149150902784
2001-09-28,0.999999833409704,1.665902962863616e-07,0.011310399602816625
2001-10-01,0.9999998832820628,1.1671793743498699e-07,0.00863106170635597
2001-10-02,0.9999999949788375,5.021162782693209e-09,0.007050625831608108
2001-10-03,0.999998628964455,1.3710355453596487e-06,0.009536561341890648
2001-10-04,0.999998151273538,1.8487264622623484e-06,0.012520477214436354
2001-10-05,0.9999981146912592,1.8853087409163174e-06,0.02072575437789339
2001-10-08,0.9999980010465807,1.998953419571851e-06,0.04949329628048998
2001-10-09,0.9999979959129167,2.0040870834587343e-06,0.0945513988675871
2001-10-10,0.9999993597579225,6.402420777237344e-07,0.10622519090854306
2001-10-11,0.9999998381820964,1.6181790395215163e-07,0.16171345253919084
2001-10-12,0.9999998780255268,1.2197447351941122e-07,0.19872782867077365
2001-10-15,0.999999991770084,8.229916054624028e-09,0.1908965648205571
2001-10-16,0.9999999971758257,2.8241744671088384e-09,0.21465511301992063
2001-10-17,0.9999999999306727,6.932754502059254e-11,0.2429463483435919
2001-10-18,0.99999999995993,4.007003706781201e-11,0.2603108441383145
2001-10-19,0.9999999999730027,2.6997368103407002e-11,0.3074244517856193
2001-10-22,1.0000000000000002,3.531062591355963e-17,0.3526532779499263
2001-10-23,1.0000000000000002,0.0,0.32663844085362487
2001-10-24,1.0000000000000002,0.0,0.3087199196806701
2001-10-25,1.0000000000000002,0.0,0.26275251233986896
2001-10-26,1.0000000000000002,0.0,0.22232335778124268
2001-10-29,1.0,0.0,0.2486191110695289
